portal_id,Genome,portal_link,DMAT,HYBRID,NRPS,NRPS-Like,PKS,PKS-Like,TC,Total
Chalo1,Chalara longipes BDJ v1.0,https://mycocosm.jgi.doe.gov/Chalo1,2,2,6,14,22,2,4,52
Chapip1,Chalciporus piperatus 201810 CP v1.0,https://mycocosm.jgi.doe.gov/Chapip1,0,1,0,5,2,0,8,16
Chiap1,Chionosphaera apobasidialis 52639 v1.0,https://mycocosm.jgi.doe.gov/Chiap1,0,0,0,2,1,0,0,3
Chicu1,Chionosphaera cuniculicola CBS10063 v1.0,https://mycocosm.jgi.doe.gov/Chicu1,0,0,0,3,1,0,0,4
Chocucu1,Choanephora cucurbitarum NRRL2744 (50) v1.0,https://mycocosm.jgi.doe.gov/Chocucu1,0,0,1,5,1,1,0,8
Chove1,Choiromyces venosus 120613-1 v1.0,https://mycocosm.jgi.doe.gov/Chove1,0,0,1,2,2,2,0,7
Chylag1,Chytridium lagenaria Arg66 v1.0,https://mycocosm.jgi.doe.gov/Chylag1,0,0,2,1,1,1,0,5
Chyhya1,Chytriomyces hyalinus JEL632 v1.0,https://mycocosm.jgi.doe.gov/Chyhya1,0,0,2,4,2,2,0,10
Chytri1,Chytriomyces sp. MP 71 v1.0,https://mycocosm.jgi.doe.gov/Chytri1,0,0,0,2,1,1,0,4
Cirumb1,Circinella umbellata NRRL1351 v1.0,https://mycocosm.jgi.doe.gov/Cirumb1,0,0,0,4,1,1,0,6
Citma1,Citeromyces matritensis NRRL Y-2407,https://mycocosm.jgi.doe.gov/Citma1,0,0,0,1,0,2,0,3
Clapol1_1,Cladochytrium polystomum WB228 v1.0,https://mycocosm.jgi.doe.gov/Clapol1_1,0,0,7,5,4,1,0,17
Clarep1_1,Cladochytrium replicatum JEL 714 v1.0,https://mycocosm.jgi.doe.gov/Clarep1_1,0,0,1,4,3,2,0,10
Clagr3,Cladonia grayi Cgr/DA2myc/ss v2.0,https://mycocosm.jgi.doe.gov/Clagr3,1,1,2,15,21,5,2,47
Claba1,Cladophialophora bantiana CBS 173.52,https://mycocosm.jgi.doe.gov/Claba1,1,0,2,8,2,3,0,16
Claca1,Cladophialophora carrionii CBS 160.54,https://mycocosm.jgi.doe.gov/Claca1,0,0,3,4,4,2,1,14
Claim1,Cladophialophora immunda CBS83496,https://mycocosm.jgi.doe.gov/Claim1,0,0,2,6,5,2,0,15
Claps1,Cladophialophora psammophila CBS 110553,https://mycocosm.jgi.doe.gov/Claps1,0,0,2,10,2,2,0,16
Claye1,Cladophialophora yegresii CBS 114405,https://mycocosm.jgi.doe.gov/Claye1,0,0,1,4,2,2,1,10
Clabul1,Cladorrhinum bulbillosum DJ3 v1.0,https://mycocosm.jgi.doe.gov/Clabul1,1,3,7,5,21,3,3,43
Clafu1,Cladosporium fulvum v1.0,https://mycocosm.jgi.doe.gov/Clafu1,0,1,10,15,8,3,1,38
Clasph1,Cladosporium sphaerospermum UM 843,https://mycocosm.jgi.doe.gov/Clasph1,0,1,4,9,5,3,1,23
Clael1,Clathrospora elynae CBS 161.51 v1.0,https://mycocosm.jgi.doe.gov/Clael1,1,2,9,7,9,2,1,31
Claaq1,Clavariopsis aquatica WDA-00-1,https://mycocosm.jgi.doe.gov/Claaq1,1,3,5,8,18,4,1,40
Clapu1,Claviceps purpurea 20.1,https://mycocosm.jgi.doe.gov/Clapu1,3,0,6,5,9,2,2,27
Clapy1,Clavicorona pyxidata HHB10654 v1.0,https://mycocosm.jgi.doe.gov/Clapy1,0,0,0,7,6,0,17,30
Clalu1_2,Clavispora lusitaniae ATCC 42720,https://mycocosm.jgi.doe.gov/Clalu1_2,0,0,0,1,0,2,0,3
ClaluMJ12_1,Clavispora lusitaniae MJ12 v1.0,https://mycocosm.jgi.doe.gov/ClaluMJ12_1,0,0,0,1,0,2,0,3
Clibor1,Climacocystis borealis CliBor001 v1.0,https://mycocosm.jgi.doe.gov/Clibor1,1,0,2,9,3,0,10,25
Cligib1,Clitocybe gibba IJFM A808 v1.0,https://mycocosm.jgi.doe.gov/Cligib1,1,0,0,14,3,2,13,33
Cont1119283,Clitocybe sp. CONT 1119283 v1.0,https://mycocosm.jgi.doe.gov/Cont1119283,1,0,2,15,5,0,18,41
Cloaq1,Clohesyomyces aquaticus v1.0,https://mycocosm.jgi.doe.gov/Cloaq1,4,4,5,9,19,4,0,45
Cloro1,Clonostachys rosea CBS125111 v1.0,https://mycocosm.jgi.doe.gov/Cloro1,2,4,16,17,30,2,4,75
Ilyro1,Clonostachys sp. CORFU0009 v1.0,https://mycocosm.jgi.doe.gov/Ilyro1,2,3,13,16,32,2,4,72
Cocim1,Coccidioides immitis RS,https://mycocosm.jgi.doe.gov/Cocim1,0,1,5,4,7,3,1,21
Cocpo1_1,Coccidioides posadasii C735 delta SOWgp,https://mycocosm.jgi.doe.gov/Cocpo1_1,0,1,6,3,5,3,1,19
Cocpos1,Coccidioides posadasii Silveira,https://mycocosm.jgi.doe.gov/Cocpos1,0,1,6,4,6,2,1,20
Cocba1,Coccodinium bartschii CBS 121709 v1.0,https://mycocosm.jgi.doe.gov/Cocba1,1,2,4,9,5,2,1,24
Cocst1,Coccomyces strobi CBS 202.91 v1.0,https://mycocosm.jgi.doe.gov/Cocst1,1,3,6,12,25,4,1,52
Cocca1,Cochliobolus carbonum 26-R-13 v1.0,https://mycocosm.jgi.doe.gov/Cocca1,1,2,9,8,18,5,6,49
CocheC4_1,Cochliobolus heterostrophus C4 v1.0,https://mycocosm.jgi.doe.gov/CocheC4_1,2,1,10,8,19,2,6,48
CocheC5_3,Cochliobolus heterostrophus C5 v2.0,https://mycocosm.jgi.doe.gov/CocheC5_3,3,0,9,8,19,3,6,48
ChetHm540_1,Cochliobolus heterostrophus Hm540,https://mycocosm.jgi.doe.gov/ChetHm540_1,2,0,11,8,18,2,5,46
Coclu2,Cochliobolus lunatus m118 v2.0,https://mycocosm.jgi.doe.gov/Coclu2,1,3,5,12,11,2,2,36
Cocmi1,Cochliobolus miyabeanus ATCC 44560 v1.0,https://mycocosm.jgi.doe.gov/Cocmi1,2,1,5,6,15,2,5,36
Cocsa1,Cochliobolus sativus ND90Pr v1.0,https://mycocosm.jgi.doe.gov/Cocsa1,3,0,11,6,13,4,5,42
Cocvi1,Cochliobolus victoriae FI3 v1.0,https://mycocosm.jgi.doe.gov/Cocvi1,3,2,8,7,14,3,6,43
Coemoj1,Coemansia mojavensis RSA 71 v1.0,https://mycocosm.jgi.doe.gov/Coemoj1,0,0,1,0,6,1,0,8
Coere1,Coemansia reversa NRRL 1564 v1.0,https://mycocosm.jgi.doe.gov/Coere1,0,0,1,0,6,2,0,9
Coespi1,Coemansia spiralis RSA 1278 v1.0,https://mycocosm.jgi.doe.gov/Coespi1,0,0,1,0,11,1,0,13
Cokrec1,Cokeromyces recurvatus NRRL 2243 v1.0,https://mycocosm.jgi.doe.gov/Cokrec1,0,0,1,2,2,1,0,6
Colab1,Colletotrichum abscissum IMI 504890,https://mycocosm.jgi.doe.gov/Colab1,6,3,9,10,18,2,9,57
Colac2,Colletotrichum acutatum CBS 112980 v2.0,https://mycocosm.jgi.doe.gov/Colac2,5,3,7,11,17,2,8,53
Colca1,Colletotrichum caudatum CBS131602 v1.0,https://mycocosm.jgi.doe.gov/Colca1,8,3,12,7,22,4,4,60
Colce1,Colletotrichum cereale CBS 129662 v1.0,https://mycocosm.jgi.doe.gov/Colce1,7,2,9,8,33,5,4,68
Colch1,Colletotrichum chlorophyti NTL11,https://mycocosm.jgi.doe.gov/Colch1,7,0,6,8,26,5,4,56
Colco1,Colletotrichum costaricense IMI 309622,https://mycocosm.jgi.doe.gov/Colco1,5,3,9,10,18,2,9,56
Colcu1,Colletotrichum cuscutae IMI 304802,https://mycocosm.jgi.doe.gov/Colcu1,5,2,7,13,13,4,7,51
Coler1,Colletotrichum eremochloae CBS129661 v1.0,https://mycocosm.jgi.doe.gov/Coler1,8,2,9,10,29,5,6,69
Colfa1,Colletotrichum falcatum MAFF306170 v1.0,https://mycocosm.jgi.doe.gov/Colfa1,6,3,7,9,23,4,4,56
Colfi1,Colletotrichum fioriniae PJ7,https://mycocosm.jgi.doe.gov/Colfi1,5,3,7,9,20,3,8,55
Colgl1,Colletotrichum gloeosporioides Cg-14,https://mycocosm.jgi.doe.gov/Colgl1,7,0,10,11,24,3,11,66
Colgo1,Colletotrichum godetiae CBS 193.32 v1.0,https://mycocosm.jgi.doe.gov/Colgo1,7,2,8,8,19,3,8,55
Colgr1,Colletotrichum graminicola M1.001,https://mycocosm.jgi.doe.gov/Colgr1,7,4,4,9,33,1,3,61
Colhig2,Colletotrichum higginsianum IMI 349063,https://mycocosm.jgi.doe.gov/Colhig2,7,4,12,11,28,5,6,73
Colin1,Colletotrichum incanum MAFF 238712,https://mycocosm.jgi.doe.gov/Colin1,7,0,16,9,24,3,3,62
Collu1,Colletotrichum lupini CBS 109225 v1.0,https://mycocosm.jgi.doe.gov/Collu1,6,5,8,11,18,2,8,58
Collup1,Colletotrichum lupini IMI 504893,https://mycocosm.jgi.doe.gov/Collup1,6,4,10,10,18,3,8,59
Colme1,Colletotrichum melonis CBS 134730,https://mycocosm.jgi.doe.gov/Colme1,5,4,8,10,18,2,8,55
Colna1,Colletotrichum navitas CBS125086 v1.0,https://mycocosm.jgi.doe.gov/Colna1,7,2,11,8,31,6,4,69
Colny1,Colletotrichum nymphaeae SA-01,https://mycocosm.jgi.doe.gov/Colny1,5,3,8,9,22,2,7,56
Colorb1,Colletotrichum orbiculare 104-T,https://mycocosm.jgi.doe.gov/Colorb1,6,3,9,10,20,3,4,55
Color1,Colletotrichum orchidophilum IMI 309357,https://mycocosm.jgi.doe.gov/Color1,5,2,9,9,16,2,4,47
Colpa1,Colletotrichum paranaense IMI 384185,https://mycocosm.jgi.doe.gov/Colpa1,5,4,8,11,17,2,7,54
Colph1,Colletotrichum phormii CBS102054 v1.0,https://mycocosm.jgi.doe.gov/Colph1,8,3,12,7,17,3,8,58
Colsa1,Colletotrichum salicis CBS607.94,https://mycocosm.jgi.doe.gov/Colsa1,7,2,9,7,16,2,6,49
Colsi1,Colletotrichum simmondsii CBS122122,https://mycocosm.jgi.doe.gov/Colsi1,5,4,10,9,21,2,8,59
Colso1,Colletotrichum somersetensis CBS 131599 v1.0,https://mycocosm.jgi.doe.gov/Colso1,7,4,10,11,26,2,3,63
Colsp1,Colletotrichum sp. CBS 101611,https://mycocosm.jgi.doe.gov/Colsp1,5,4,8,10,19,2,9,57
Colsu1,Colletotrichum sublineola CBS 131301 v1.0,https://mycocosm.jgi.doe.gov/Colsu1,7,6,8,8,26,3,6,64
Colsub1,Colletotrichum sublineola TX430BB,https://mycocosm.jgi.doe.gov/Colsub1,6,5,12,11,29,5,3,71
Colta1,Colletotrichum tamarilloi CBS 129955,https://mycocosm.jgi.doe.gov/Colta1,5,4,9,10,17,3,8,56
Colto1,Colletotrichum tofieldiae 0861,https://mycocosm.jgi.doe.gov/Colto1,11,1,12,9,25,2,4,64
Coltof1,Colletotrichum tofieldiae CBS 168.49,https://mycocosm.jgi.doe.gov/Coltof1,10,1,10,7,23,3,5,59
Colzo1,Colletotrichum zoysiae MAFF235873 v1.0,https://mycocosm.jgi.doe.gov/Colzo1,8,3,9,7,27,4,5,63
Conco1,Conidiobolus coronatus NRRL28638 v1.0,https://mycocosm.jgi.doe.gov/Conco1,0,0,1,7,0,3,0,11
Conth1,Conidiobolus thromboides FSU 785 v1.0,https://mycocosm.jgi.doe.gov/Conth1,0,0,0,4,1,1,0,6
Pilidi1,Coniella lustricola B22-T-1 v1.0,https://mycocosm.jgi.doe.gov/Pilidi1,0,2,3,10,14,3,1,33
Conli1,Coniochaeta ligniaria CBS 111746,https://mycocosm.jgi.doe.gov/Conli1,0,0,4,4,14,3,3,28
Conlig1,Coniochaeta ligniaria NRRL 30616 v1.0,https://mycocosm.jgi.doe.gov/Conlig1,0,1,4,4,15,2,2,28
Conioc1,Coniochaeta sp. 2T2.1 v1.0,https://mycocosm.jgi.doe.gov/Conioc1,1,4,12,9,31,5,4,66
ConPMI546,Coniochaeta sp. PMI_546 v1.0,https://mycocosm.jgi.doe.gov/ConPMI546,0,1,7,3,10,2,2,25
Conol1,Coniophora olivacea MUCL 20566 v1.0,https://mycocosm.jgi.doe.gov/Conol1,0,3,1,13,3,0,18,38
Conpu1,Coniophora puteana v1.0,https://mycocosm.jgi.doe.gov/Conpu1,0,1,1,17,2,2,17,40
Conap1,Coniosporium apollinis CBS 100218,https://mycocosm.jgi.doe.gov/Conap1,0,1,1,3,3,2,1,11
Conapa1,Conocybe apala SZMC-NL-8967 v1.0,https://mycocosm.jgi.doe.gov/Conapa1,0,0,1,3,3,0,6,13
Copang1,Coprinellus angulatus CBS 144469 v1.0,https://mycocosm.jgi.doe.gov/Copang1,1,0,1,4,3,1,6,16
Copmic2,Coprinellus micaceus FP101781 v2.0,https://mycocosm.jgi.doe.gov/Copmic2,0,2,1,4,4,0,7,18
Coppel1,Coprinellus pellucidus v1.0,https://mycocosm.jgi.doe.gov/Coppel1,0,0,1,2,2,0,9,14
Copci1,Coprinopsis cinerea,https://mycocosm.jgi.doe.gov/Copci1,1,0,1,3,2,0,6,13
Copci_AmutBmut1,Coprinopsis cinerea AmutBmut pab1-1 v1.0,https://mycocosm.jgi.doe.gov/Copci_AmutBmut1,1,0,1,3,3,0,6,14
Copmar1,Coprinopsis marcescibilis CBS121175 v1.0,https://mycocosm.jgi.doe.gov/Copmar1,2,0,1,3,3,0,4,13
Copscl1,Coprinopsis sclerotiger v1.0,https://mycocosm.jgi.doe.gov/Copscl1,1,0,1,3,2,0,5,12
Copph3,Coprinopsis sp. MPI-PUGE-AT-0042 v1.0,https://mycocosm.jgi.doe.gov/Copph3,1,0,1,3,3,0,9,17
Cormi1,Cordyceps militaris CM01,https://mycocosm.jgi.doe.gov/Cormi1,1,2,5,10,9,4,1,32
CorRAO_2017_1,Cordyceps sp. RAO 2017,https://mycocosm.jgi.doe.gov/CorRAO_2017_1,2,1,12,11,13,5,1,45
Corma2,Corollospora maritima CBS 119819 v2.0,https://mycocosm.jgi.doe.gov/Corma2,0,1,5,2,10,2,1,21
Corcam1,Cortinarius aff. campbellae TAS5-PSC4363 v1.0,https://mycocosm.jgi.doe.gov/Corcam1,0,1,0,1,7,2,22,33
Coraus1,Cortinarius austrovenetus TL2843-KIS7R v1.0,https://mycocosm.jgi.doe.gov/Coraus1,0,2,0,2,8,0,17,29
Corgl3,Cortinarius glaucopus AT 2004 276 v2.0,https://mycocosm.jgi.doe.gov/Corgl3,0,1,0,6,7,1,18,33
CorKIS3_1,Cortinarius sp. KIS3-TL2766 v1.0,https://mycocosm.jgi.doe.gov/CorKIS3_1,0,2,0,9,7,2,8,28
Corca1,Corynespora cassiicola CCP v1.0,https://mycocosm.jgi.doe.gov/Corca1,2,2,4,12,25,2,3,50
Crafun1,Crassisporium funariophilum CBS 144457 v1.0,https://mycocosm.jgi.doe.gov/Crafun1,2,1,1,5,4,0,6,19
Creces1,Crepidotus cesatii CBS 511.95 v1.0,https://mycocosm.jgi.doe.gov/Creces1,0,1,0,3,2,1,7,14
Crevar1,Crepidotus variabilis CBS 506.95 v1.0,https://mycocosm.jgi.doe.gov/Crevar1,0,2,0,4,2,2,8,18
Crison1,Cristinia sonorae KKN 215 v1.0,https://mycocosm.jgi.doe.gov/Crison1,0,0,0,14,2,0,5,21
Croqu1,Cronartium quercuum f. sp. fusiforme G11 v1.0,https://mycocosm.jgi.doe.gov/Croqu1,0,0,0,5,2,0,2,9
Crula1,Crucibulum laeve CBS 166.37 v1.0,https://mycocosm.jgi.doe.gov/Crula1,2,0,1,18,4,0,19,44
Crudry1,Crustoderma dryinum OMC1663 v1.0,https://mycocosm.jgi.doe.gov/Crudry1,1,0,0,11,6,2,14,34
Cryan3,Cryomyces antarcticus CBS 116301 v3.0,https://mycocosm.jgi.doe.gov/Cryan3,0,0,1,9,1,3,0,14
Crymi1,Cryomyces minteri CCFEE 5187,https://mycocosm.jgi.doe.gov/Crymi1,0,0,2,9,2,4,0,17
Crypa2,Cryphonectria parasitica EP155 v2.0,https://mycocosm.jgi.doe.gov/Crypa2,2,4,5,9,18,4,4,46
Cryam1,Cryptococcus amylolentus CBS 6039,https://mycocosm.jgi.doe.gov/Cryam1,0,0,0,3,0,1,0,4
Crycu1,Cryptococcus curvatus ATCC 20509 v1.0,https://mycocosm.jgi.doe.gov/Crycu1,0,0,0,1,0,1,0,2
CgaCA1873_1,Cryptococcus gattii CA1873,https://mycocosm.jgi.doe.gov/CgaCA1873_1,0,0,0,2,0,1,0,3
CgaVGII_1,Cryptococcus gattii VGII 2001/935-1,https://mycocosm.jgi.doe.gov/CgaVGII_1,0,0,0,2,0,1,0,3
CgaVGIV_1,Cryptococcus gattii VGIV IND107,https://mycocosm.jgi.doe.gov/CgaVGIV_1,0,0,0,2,0,1,0,3
CgaWM276_1,Cryptococcus gattii WM276,https://mycocosm.jgi.doe.gov/CgaWM276_1,0,0,0,2,0,1,0,3
Cryne_JEC21_1,Cryptococcus neoformans var neoformans JEC21,https://mycocosm.jgi.doe.gov/Cryne_JEC21_1,0,0,0,2,0,1,0,3
Cryne_H99_1,Cryptococcus neoformans var. grubii H99,https://mycocosm.jgi.doe.gov/Cryne_H99_1,0,0,0,2,0,1,0,3
Cryte1,Cryptococcus terricola JCM 24523 v1.0,https://mycocosm.jgi.doe.gov/Cryte1,0,0,0,3,1,0,0,4
Tsuwi1,Cryptococcus wingfieldii CBS 7118,https://mycocosm.jgi.doe.gov/Tsuwi1,0,0,0,3,0,1,0,4
Crypo1,Cryptodiaporthe populea CFL2025 v1.0,https://mycocosm.jgi.doe.gov/Crypo1,5,4,9,8,28,2,4,60
Crypto1,Cryptodiaporthe sp. AZ0812 v1.0,https://mycocosm.jgi.doe.gov/Crypto1,5,5,9,17,15,3,3,57
Cucbe1,Cucurbitaria berberidis CBS 394.84 v1.0,https://mycocosm.jgi.doe.gov/Cucbe1,0,1,4,5,10,2,1,23
Cunech1,Cunninghamella echinulata NRRL 1382 v1.0,https://mycocosm.jgi.doe.gov/Cunech1,0,0,1,0,1,1,0,3
Cyastr2,Cyathus striatus AH 40144 v1.0,https://mycocosm.jgi.doe.gov/Cyastr2,2,2,2,16,1,1,20,44
Cybfa1,Cyberlindnera fabianii 65,https://mycocosm.jgi.doe.gov/Cybfa1,0,0,0,1,0,2,0,3
Cybja1,Cyberlindnera jadinii NRRL Y-1542 v1.0,https://mycocosm.jgi.doe.gov/Cybja1,0,0,0,1,0,2,0,3
Cylto1,Cylindrobasidium torrendii FP15055 v1.0,https://mycocosm.jgi.doe.gov/Cylto1,0,0,1,6,2,0,9,18
Cylol1,Cylindrocarpon olidum MPI-CAGE-CH-0241 v1.0,https://mycocosm.jgi.doe.gov/Cylol1,1,5,8,12,15,4,5,50
Cypeu1,Cyphellophora europaea CBS 101466,https://mycocosm.jgi.doe.gov/Cypeu1,0,0,4,5,2,2,0,13
Rhomi1,Cystobasidium minutum MCA 4210 v1.0,https://mycocosm.jgi.doe.gov/Rhomi1,0,0,0,3,1,0,0,4
Cysmur1,Cystostereum murrayi CysMur001 v1.0,https://mycocosm.jgi.doe.gov/Cysmur1,0,0,1,16,4,0,7,28
Cytmel1,Cytidiella melzeri FP 102339 v1.0,https://mycocosm.jgi.doe.gov/Cytmel1,0,0,0,9,1,0,3,13
Cytch1,Cytospora chrysosperma CFL2056 v1.0,https://mycocosm.jgi.doe.gov/Cytch1,2,3,6,8,17,4,4,44
Dactor1,Dacrymyces fennicus OMC1656 v1.0,https://mycocosm.jgi.doe.gov/Dactor1,0,0,0,5,2,0,3,10
Dactort1,Dacrymyces tortus OMC1693 v1.0,https://mycocosm.jgi.doe.gov/Dactort1,2,0,1,10,5,0,10,28
Dacruf1,Dacryonaema rufum OMC1653 v1.0,https://mycocosm.jgi.doe.gov/Dacruf1,0,0,1,13,2,0,6,22
Dacsp1,Dacryopinax primogenitus DJM 731 SSP1 v1.0,https://mycocosm.jgi.doe.gov/Dacsp1,0,0,0,6,2,0,2,10
Daces1,Dactylonectria estremocensis MPI-CAGE-AT-0021 v1.0,https://mycocosm.jgi.doe.gov/Daces1,1,3,8,10,12,4,2,40
Dacma1,Dactylonectria macrodidyma MPI-CAGE-AT-0147 v1.0,https://mycocosm.jgi.doe.gov/Dacma1,2,5,7,11,16,4,5,50
Daequ1,Daedalea quercina v1.0,https://mycocosm.jgi.doe.gov/Daequ1,0,1,0,7,5,1,9,23
Dalba1,Daldinia bambusicola CBS 122872 v1.0,https://mycocosm.jgi.doe.gov/Dalba1,2,2,7,9,23,3,4,50
Dalcal1,Daldinia caldariorum CBS 122874 v1.0,https://mycocosm.jgi.doe.gov/Dalcal1,3,1,5,8,23,4,2,46
Daldec1,Daldinia decipiens CBS 113046 v1.0,https://mycocosm.jgi.doe.gov/Daldec1,2,1,5,10,22,3,5,48
DalEC12_1,Daldinia eschscholtzii EC12 v1.0,https://mycocosm.jgi.doe.gov/DalEC12_1,2,1,6,11,23,3,6,52
Dales1,Daldinia eschscholtzii FL0578 v1.0,https://mycocosm.jgi.doe.gov/Dales1,2,1,6,12,21,3,5,50
Dalgra1,Daldinia grandis CBS 114736 v1.0,https://mycocosm.jgi.doe.gov/Dalgra1,2,1,5,9,19,3,4,43
DallocAZ0526_2,Daldinia loculata AZ0526 v2.0,https://mycocosm.jgi.doe.gov/DallocAZ0526_2,3,1,4,8,19,3,3,41
Dalloc1,Daldinia loculata CBS 113971 v1.0,https://mycocosm.jgi.doe.gov/Dalloc1,3,0,5,9,20,6,5,48
Dallocu1,Daldinia loculatoides CBS 113279 v1.0,https://mycocosm.jgi.doe.gov/Dallocu1,3,1,5,12,20,3,4,48
DaFL1419_1,Daldinia sp. FL1419 v1.0,https://mycocosm.jgi.doe.gov/DaFL1419_1,4,1,4,10,18,3,2,42
Dalver1,Daldinia vernicosa CBS 139.73 v1.0,https://mycocosm.jgi.doe.gov/Dalver1,2,0,8,7,25,3,6,51
Daral1,Darksidea alpha DSE7016 v1.0,https://mycocosm.jgi.doe.gov/Daral1,6,4,11,11,44,5,6,87
Daralp1,Darksidea alpha DSE7024 v1.0,https://mycocosm.jgi.doe.gov/Daralp1,4,5,9,11,39,5,8,81
Debfa1,Debaryomyces fabryi CBS 789,https://mycocosm.jgi.doe.gov/Debfa1,0,0,0,1,0,2,0,3
Debha1,Debaryomyces hansenii,https://mycocosm.jgi.doe.gov/Debha1,0,0,0,1,0,2,0,3
Debsub1,Debaryomyces subglobosus dep8 v1.0,https://mycocosm.jgi.doe.gov/Debsub1,0,0,0,1,0,2,0,3
Decga1,Decorospora gaudefroyi v1.0,https://mycocosm.jgi.doe.gov/Decga1,0,2,3,4,10,2,0,21
Dekbr2,Dekkera bruxellensis CBS 2499 v2.0,https://mycocosm.jgi.doe.gov/Dekbr2,0,0,0,1,0,2,0,3
Delco1,Delitschia confertaspora ATCC 74209 v1.0,https://mycocosm.jgi.doe.gov/Delco1,3,0,5,9,11,2,0,30
Delst1,Delphinella strobiligena CBS 735.71 v1.0,https://mycocosm.jgi.doe.gov/Delst1,0,0,5,9,3,2,2,21
Denbi1,Dendrothele bispora CBS 962.96 v1.0,https://mycocosm.jgi.doe.gov/Denbi1,0,0,5,35,10,0,37,87
Denmi1,Dendrothele microspora FP 101998 v1.0,https://mycocosm.jgi.doe.gov/Denmi1,2,0,5,16,6,1,11,41
Denna1,Dendryphion nanum MPI-CAGE-CH-0243 v1.0,https://mycocosm.jgi.doe.gov/Denna1,0,0,8,7,13,4,1,33
Densp1,Dentipellis sp. KUC8613 v1.0,https://mycocosm.jgi.doe.gov/Densp1,0,0,0,13,1,1,6,21
DiaPMI573_1,Diaporthaceae sp. PMI_573 v1.0,https://mycocosm.jgi.doe.gov/DiaPMI573_1,11,7,16,24,62,6,11,137
Diaam1,Diaporthe ampelina UCDDA912,https://mycocosm.jgi.doe.gov/Diaam1,5,3,4,14,24,5,4,59
Diahe1,Diaporthe helianthi str. 7/96,https://mycocosm.jgi.doe.gov/Diahe1,7,3,12,14,35,4,6,81
Dibbae1,Dibaeis baeomyces,https://mycocosm.jgi.doe.gov/Dibbae1,0,0,4,14,25,3,5,51
Dicsqu463_1,Dichomitus squalens CBS463.89 v1.0,https://mycocosm.jgi.doe.gov/Dicsqu463_1,0,0,2,12,3,0,10,27
Dicsqu464_1,Dichomitus squalens CBS464.89 v1.0,https://mycocosm.jgi.doe.gov/Dicsqu464_1,0,0,2,10,4,0,11,27
Dicsq1,Dichomitus squalens LYAD-421 SS1 v1.0,https://mycocosm.jgi.doe.gov/Dicsq1,0,0,2,11,4,0,9,26
Dicsqu18370_1,Dichomitus squalens OM18370.1 v1.0,https://mycocosm.jgi.doe.gov/Dicsqu18370_1,0,0,2,11,4,0,9,26
Dicele1,Dichotomocladium elegans RSA 919- v1.0,https://mycocosm.jgi.doe.gov/Dicele1,0,0,0,1,1,1,0,3
Dicrob1,Dichotomocladium robustum RSA 2353+ v1.0,https://mycocosm.jgi.doe.gov/Dicrob1,0,0,0,4,1,1,0,6
Didex1,Didymella exigua CBS 183.55 v1.0,https://mycocosm.jgi.doe.gov/Didex1,1,0,3,4,8,2,0,18
Didma1,Didymella zeae-maydis 3018,https://mycocosm.jgi.doe.gov/Didma1,1,0,4,7,10,2,1,25
Didsa1,Didymocrea sadasivanii CBS 438.65 v1.0,https://mycocosm.jgi.doe.gov/Didsa1,1,1,8,9,15,2,2,38
Digmar1,Digitatispora marina 008cD1.1 v1.0,https://mycocosm.jgi.doe.gov/Digmar1,0,1,1,4,1,0,9,16
DimcrSC1,Dimargaris cristalligena RSA 468 single-cell v1.0,https://mycocosm.jgi.doe.gov/DimcrSC1,0,0,21,7,0,2,0,30
Diocr1,Dioszegia cryoxerica v1.0,https://mycocosm.jgi.doe.gov/Diocr1,0,0,0,4,0,2,0,6
Dipse1,Diplodia seriata DS831,https://mycocosm.jgi.doe.gov/Dipse1,0,0,3,11,8,1,2,25
Disven1,Disciotis venosa NRRL 24433 v1.0,https://mycocosm.jgi.doe.gov/Disven1,0,0,1,5,2,2,0,10
Disac1,Dissoconium aciculare v1.0,https://mycocosm.jgi.doe.gov/Disac1,1,1,5,11,8,2,1,29
Disdec1,Dissophora decumbens NRRL 22416 v1.0,https://mycocosm.jgi.doe.gov/Disdec1,0,0,0,1,1,1,0,3
Disorn1,Dissophora ornata CBS 347.77 v1.0,https://mycocosm.jgi.doe.gov/Disorn1,0,0,2,3,1,1,0,7
DotP12C66,Dothideomycetes sp. P12C66 v1.0,https://mycocosm.jgi.doe.gov/DotP12C66,2,0,1,7,5,2,1,18
Dotsy1,Dothidotthia symphoricarpi v1.0,https://mycocosm.jgi.doe.gov/Dotsy1,2,0,6,6,12,2,3,31
Dotse1,Dothistroma septosporum NZE10 v1.0,https://mycocosm.jgi.doe.gov/Dotse1,1,1,5,9,4,3,1,24
Dreco1,Drechmeria coniospora ARSEF 6962,https://mycocosm.jgi.doe.gov/Dreco1,1,1,7,6,5,5,1,26
Drest1,Drechslerella stenobrocha 248,https://mycocosm.jgi.doe.gov/Drest1,0,1,3,1,0,2,0,7
Durrog2,Durotheca rogersii YMJ 92031201 v1.0,https://mycocosm.jgi.doe.gov/Durrog2,2,0,8,9,21,4,6,50
Earsca1,Earliella scabrosa CIRM-BRFM 1817 v1.0,https://mycocosm.jgi.doe.gov/Earsca1,0,0,2,12,3,0,16,33
Echtin1,Echinodontium tinctorium Aho-80 v1.0,https://mycocosm.jgi.doe.gov/Echtin1,0,0,2,10,1,0,6,19
Edhae1,Edhazardia aedis USNM 41457,https://mycocosm.jgi.doe.gov/Edhae1,NA,NA,NA,NA,NA,NA,NA,0
